no,sname,ps,sd,sname2,ps2,sd2,cpl,cpl_inc625,cpl_inc718,sa,csfa,rfa,osize,oaflas,ohsn,css,cslw,ms,mlw,sw,trq
207,Pump LT (FS) ,387/387 ,0.87,Maximus Protector UT (FS) MaxJoint ,400/456 ,0.87,100288502,100567610,100883087,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
208,Pump LT (FS) Ext Hd ,387/387 ,0.87,Maximus Protector UT (FS) MaxJoint ,400/456 ,0.87,100288502,100567610,100883087,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
209,Pump LT ,387/387 ,0.87,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100758931 + shims ,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
210,Pump LT Ext Hd ,387/387 ,0.87,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100758931 + shims ,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
211,Pump LT (FS) ,387/387 ,0.87,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100758931,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
212,Pump LT (FS) Ext Hd ,387/387 ,0.87,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100758931,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
213,Pump LT ,387/387 ,0.87,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100758931 + shims ,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
214,Pump LT Ext Hd ,387/387 ,0.87,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100758931 + shims ,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
215,Pump LT (FS) ,387/387 ,0.87,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100758931,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
216,Pump LT (FS) Ext Hd ,387/387 ,0.87,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100758931,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
217,Pump LT ,400/400 ,0.68,Maximus Protector (FS) MaxJoint ,375/325/375 ,0.75,DNE ,DNE ,DNE ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
218,Pump LT (FS) ,400/400 ,0.68,Maximus Protector (FS) MaxJoint ,375/325/375 ,0.75,101115870,101115871,DNE ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
219,Pump LT ,400/400 ,0.87,Maximus Protector UT (FS) MaxJoint ,387/387 ,0.87,100288502 + shims ,100567610 + shims ,100883087 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
220,Pump LT Ext Hd ,400/400 ,0.87,Maximus Protector UT (FS) MaxJoint ,387/387 ,0.87,100288502 + shims ,100567610 + shims ,100883087 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
221,Pump LT (FS) ,400/400 ,0.87,Maximus Protector UT (FS) MaxJoint ,387/387 ,0.87,100288502,100567610,100883087,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
222,Pump LT ,400/400 ,0.87,Maximus Protector S/LT (FS) MaxJoint ,387/456 ,0.87,100288502 + shims ,100567610 + shims ,100883087 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
223,Pump LT Ext Hd ,400/400 ,0.87,Maximus Protector S/LT (FS) MaxJoint ,387/456 ,0.87,100288502 + shims ,100567610 + shims ,100883087 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
224,Pump LT (FS) ,400/400 ,0.87,Maximus Protector S/LT (FS) MaxJoint ,387/456 ,0.87,100288502,100567610,100883087,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
225,Pump LT ,400/400 ,0.87,Maximus ProMotor S & UT (FS) MaxJoint ,387/456 ,0.87/1.18 ,100288502 + shims ,100567610 + shims ,100883087 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
226,Pump LT Ext Hd ,400/400 ,0.87,S & UT (FS) MaxJoint Maximus ProMotor ,387/456 ,0.87/1.18 ,100288502 + shims ,100567610 + shims ,100883087 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
227,Pump LT (FS) ,400/400 ,0.87,Maximus ProMotor S & UT (FS) MaxJoint ,387/456 ,0.87/1.18 ,100288502,100567610,100883087,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
228,Pump LT ,400/400 ,0.87,Maximus Protector UT (FS) MaxJoint ,400/400 ,0.87,100288502 + shims ,100567610 + shims ,100883087 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
229,Pump LT Ext Hd ,400/400 ,0.87,Maximus Protector UT (FS) MaxJoint ,400/400 ,0.87,100288502 + shims ,100567610 + shims ,100883087 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
230,Pump LT (FS) ,400/400 ,0.87,Maximus Protector UT (FS) MaxJoint ,400/400 ,0.87,100288502,100567610,100883087,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
231,Pump LT ,400/400 ,0.87,Maximus Protector S/LT (FS) MaxJoint ,400/456 ,0.87,100288502 + shims ,100567610 + shims ,100883087 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
232,Pump LT Ext Hd ,400/400 ,0.87,Maximus Protector S/LT (FS) MaxJoint ,400/456 ,0.87,100288502 + shims ,100567610 + shims ,100883087 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
233,Pump LT (FS) ,400/400 ,0.87,Maximus Protector S/LT (FS) MaxJoint ,400/456 ,0.87,100288502,100567610,100883087,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068965 (6) ,0306993 (6) ,0118182 (6) ,0309740 (6) ,Sep-16,16
234,Pump LT ,400/400 ,0.87,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100758931 + shims ,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
235,Pump LT Ext Hd ,400/400 ,0.87,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100758931 + shims ,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
236,Pump LT (FS) ,400/400 ,0.87,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100758931,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
237,Pump LT ,400/400 ,0.87,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100758931 + shims ,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
238,Pump LT Ext Hd ,400/400 ,0.87,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100758931 + shims ,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
239,Pump LT (FS) ,400/400 ,0.87,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100758931,DNE ,DNE ,N/A ,130443,492785,N/A ,N/A ,N/A ,0068973 (11) 0068965 (6) ,0307223 (11) 0306993 (6) ,0118190 (11) 0118182 (6) ,0310086 (11) 0309740 (6) ,9/16 5/8 ,16 26
240,Pump LT ,540/540 ,0.87,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100861269 + shims ,DNE ,DNE ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
241,Pump LT ,540/540 ,0.87,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100861269 + shims ,DNE ,DNE ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
242,Pump LT ,562/540 ,1,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,DNE ,DNE ,101441669 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
243,Pump LT (FS) ,562/540 ,1,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,DNE ,DNE ,DNE ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
244,Pump LT ,562/540 ,1,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,DNE ,DNE ,101441669 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
245,Pump LT (FS) ,562/540 ,1,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,DNE ,DNE ,DNE ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
246,Pump LT ,562/540 ,1.18,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100280065 + shims ,DNE ,100910661 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
247,Pump LT (FS) ,562/540 ,1.18,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100280065,DNE ,100910661,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
248,Pump LT ,562/540 ,1.18,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100280065 + shims ,DNE ,100910661 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
249,Pump LT (FS) ,562/540 ,1.18,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100280065,DNE ,100910661,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
250,Pump LT ,675/540 ,1.18,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100280065 + shims ,DNE ,100910661 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
251,Pump LT (FS) ,675/540 ,1.18,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100280065,DNE ,100910661,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
252,Pump LT ,675/540 ,1.18,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100280065 + shims ,DNE ,100910661 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
253,Pump LT (FS) ,675/540 ,1.18,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100280065,DNE ,100910661,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
254,Pump LT ,725/540 ,1.18,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100280065 + shims ,DNE ,100910661 + shims ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
255,Pump LT ,725/540 ,1.18,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100280065,DNE ,100910661,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
256,Pump LT ,725/540 ,1.5,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,DNE ,DNE ,DNE ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
257,Pump LT ,725/540 ,1.5,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,DNE ,DNE ,DNE ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
258,Pump LT ,862/540 ,1.37,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100901739 + shims ,DNE ,DNE ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
259,Pump LT ,862/540 ,1.37,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100901739 + shims ,DNE ,DNE ,N/A ,N/A ,N/A ,N/A ,N/A ,N/A ,0068973 (11) ,0307223 (11) ,0118190 (11) ,0310086 (11) ,05-Aug,26
260,Pump LT ,675/738 ,1.18,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100772363 + shims ,DNE ,DNE ,DNE ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
261,Pump LT ,675/738 ,1.18,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100772363 + shims ,DNE ,DNE ,DNE ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
262,Pump LT ,725/738 ,1.18,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100772363 + shims ,DNE ,DNE ,DNE ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
263,Pump LT ,725/738 ,1.18,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100772363 + shims ,DNE ,DNE ,DNE ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
264,Pump LT ,862/738 ,1.37,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,101016221 + shims ,DNE ,DNE ,N/A ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
265,Pump LT ,862/738 ,1.37,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,101016221 + shims ,DNE ,DNE ,N/A ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
266,Pump LT ,725/738 ,1.5,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100862997 + shims ,DNE ,DNE ,N/A ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
267,Pump LT ,725/738 ,1.5,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100862997 + shims ,DNE ,DNE ,N/A ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
268,Pump S ,950/738 ,1.5,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100862997 + shims ,DNE ,DNE ,N/A ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
269,Pump S ,950/738 ,1.5,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100862997 + shims ,DNE ,DNE ,N/A ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
270,Pump S/LT ,1000/738 ,1.75,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,101011849 + shims ,DNE ,DNE ,N/A ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
271,Pump S/LT ,1000/738 ,1.75,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,101011849 + shims ,DNE ,DNE ,N/A ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
272,Pump S ,1125/738 ,1.5,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,100862997 + shims ,DNE ,DNE ,N/A ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
273,Pump S ,1125/738 ,1.5,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,100862997 + shims ,DNE ,DNE ,N/A ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
274,Pump S ,1125/738 ,1.62,Maximus Protector (FS) MaxJoint ,540/540 ,1.18,DNE ,DNE ,101223969,N/A ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
275,Pump S ,1125/738 ,1.62,Maximus Protector (FS) MaxJoint ,540/562 ,1.18,DNE ,DNE ,101223969,N/A ,84293,892737,N/A ,N/A ,N/A ,0256503 (13) 0068973 (11) ,0307017 (13) 0307223 (11) ,0210484 (13) 0118190 (11) ,0310094 (13) 0310086 (11) ,13/16 5/8 ,60 26
